candidate_id,window_hours,rise_gain_abs,rise_gain_ratio,hill_rapid_drop_ratio,valley_drop_ratio,valley_recovery_ratio,valley_recovery_abs,valley_post_recovery_drop_ratio,minimum_phase_gap,latest_recovery_fraction,n_bridge,n_hill,n_slope,n_valley,minimum_class_size,silhouette,davies_bouldin,balance_entropy,topology_score,prototype_score,bridge_prototype_corr,hill_prototype_corr,slope_prototype_corr,valley_prototype_corr,coverage_fraction_axis_valid,valid_candidate,selection_score
3694,750,0.006,0.1,0.2,0.22,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3695,750,0.006,0.1,0.2,0.22,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3696,750,0.006,0.1,0.2,0.22,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3713,750,0.006,0.1,0.2,0.28,0.28,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3712,750,0.006,0.1,0.2,0.28,0.28,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3237,750,0.004,0.15,0.2,0.28,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2975,750,0.004,0.1,0.2,0.28,0.22,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2967,750,0.004,0.1,0.2,0.22,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2974,750,0.004,0.1,0.2,0.28,0.22,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3235,750,0.004,0.15,0.2,0.28,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3236,750,0.004,0.15,0.2,0.28,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3705,750,0.006,0.1,0.2,0.28,0.22,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3704,750,0.006,0.1,0.2,0.28,0.22,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3658,750,0.006,0.1,0.2,0.18,0.28,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3686,750,0.006,0.1,0.2,0.22,0.28,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2976,750,0.004,0.1,0.2,0.28,0.22,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3650,750,0.006,0.1,0.2,0.18,0.22,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3660,750,0.006,0.1,0.2,0.18,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2993,750,0.004,0.1,0.2,0.28,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2992,750,0.004,0.1,0.2,0.28,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2994,750,0.004,0.1,0.2,0.28,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2965,750,0.004,0.1,0.2,0.22,0.35,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3668,750,0.006,0.1,0.2,0.18,0.35,0.008,0.15,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3669,750,0.006,0.1,0.2,0.18,0.35,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3651,750,0.006,0.1,0.2,0.18,0.22,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3649,750,0.006,0.1,0.2,0.18,0.22,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3687,750,0.006,0.1,0.2,0.22,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
2985,750,0.004,0.1,0.2,0.28,0.28,0.008,0.2,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
3676,750,0.006,0.1,0.2,0.22,0.22,0.008,0.1,0.06,0.85,3,3,78,3,3,0.07774026564267779,1.8643687157078812,0.3218968308108827,0.8658682719285997,0.9012485491956811,0.994129965572247,0.9488224413594014,0.9779481332598613,0.2890878533739391,0.5612903225806452,True,0.738992956672456
