curve_id,shape_guided,feature_kmeans,feature_gmm,feature_ward
10.1039_d4sc08810g_Fig5_E_stability_performance_curve_pce_e491b60c3c,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d4ta03516j_Fig6_E_stability_performance_curve_b9f7a4aaef,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_d4ta04853a_Fig4_A_stability_performance_curve_pce_71c0fa2749,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d4ta05155f_Fig6_B_stability_performance_curve_pce_ed73327c95,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ta05155f_Fig6_D_mppt_stability_performance_curve_pce_8c1ce60060,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ta08040h_Fig4_A_mppt_stability_performance_curve_pce_image_e80c3cff41,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4ta08040h_Fig4_C_mppt_stability_performance_curve_pce_image_0cc61a9752,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4ta08566c_Fig2_F_mppt_stability_performance_curve_a53c6f7cb5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d4ta08811e_Fig5_G_stability_performance_curve_pce_105e08e18e,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_d4ta08811e_Fig5_G_stability_performance_curve_pce_df853a90c5,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_d4tc00466c_Fig6_A_stability_performance_curve_pce_33a6675f5f,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d5ee00524h_Fig6_I_mppt_stability_performance_curve_pce_ba8691b519,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d5ee01110h_Fig1_D_stability_performance_curve_f2c0dfe26c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d5ee02619a_Fig5_C_stability_performance_curve_f4a0e5b189,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d5ee03162a_Fig4_B_jv_curve_stability_performance_pce_8007370a56,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d5ma00192g_Fig5_whole_stability_performance_curve_75d6eab121,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d5sc04440e_Fig4_A_stability_performance_curve_pce_7ee9b6b1b6,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1063_1.5085643_Fig7_E_stability_performance_curve_c6b6099bfc,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1063_5.0024135_Fig5_whole_stability_124026daaf,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1063_5.0050512_Fig4_D_stability_performance_curve_pce_2c305b5bc5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1088_1361-6463_aa7905_Fig6_D_chart_05a3531616,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1088_1361-6463_aa7905_Fig6_D_chart_2c25801dad,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1088_1361-6528_ab10f3_Fig4_B_stability_performance_curve_pce_88a1634800,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1088_1361-6528_ab10f3_Fig4_B_stability_performance_curve_pce_a9d8e41341,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1088_1402-4896_ab90be_Fig9_A_pce_3b52f16b5b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1088_1402-4896_ab90be_Fig9_A_pce_6b8c3cefd8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1088_1402-4896_ab90be_Fig9_A_pce_fcdbc06407,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1088_1402-4896_ab90be_Fig9_B_stability_performance_curve_pce_44cc32bc4c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1088_1402-4896_ab90be_Fig9_B_stability_performance_curve_pce_8c7d61c0d3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1109_jphotov.2016.2600341_Fig8_D_pce_4ac60309c8,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1109_jphotov.2016.2600341_Fig8_D_pce_6bc080bcf7,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1109_jphotov.2016.2642639_Fig7_A_stability_performance_curve_5018b11aec,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1109_jphotov.2016.2642639_Fig7_A_stability_performance_curve_8da5fa4d76,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1126_sciadv.1700106_Fig2_F_stability_performance_curve_eqe_25f14d3551,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1126_sciadv.1700106_Fig2_F_stability_performance_curve_eqe_93e679a685,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1126_sciadv.aav2012_Fig5_B_mppt_stability_performance_curve_jsc_058f7a1ca2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1126_sciadv.abd1580_Fig5_A_stability_performance_curve_609b34acab,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1126_sciadv.abd1580_Fig5_B_stability_performance_curve_465b52f949,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1126_sciadv.abd1580_Fig5_C_mppt_stability_performance_curve_pce_690789d0a8,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1126_sciadv.adl2063_Fig3_I_eis_plot_stability_performance_curve_voc_28654c9faf,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1126_science.aax8018_Fig4_E_stability_performance_curve_340ec1e6c2,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1126_science.aax8018_Fig4_E_stability_performance_curve_c1e9e3e377,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1126_science.aba1628_Fig3_A_spectrum_46badded58,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1126_science.aba1628_Fig3_A_spectrum_f5ed25e43b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1134_s1063785020030153_Fig3_A_stability_performance_curve_pce_ff_677f372968,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1186_s11671-019-2936-8_Fig4_A_stability_performance_curve_pce_71e8265bed,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1186_s11671-020-03406-w_Fig4_D_jv_curve_stability_performance_pce_55e9301904,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1360_tb-2020-1409_Fig2_C_curve_02099004ed,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1360_tb-2020-1409_Fig2_C_curve_5b1e636608,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_coatings13091528_Fig6_D_stability_performance_curve_pce_bda42cd61c,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.3390_coatings13111885_Fig5_whole_pce_541549af2a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_coatings14040409_Fig10_D_stability_performance_curve_pce_5f37daef27,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_coatings14070918_Fig6_A_stability_performance_curve_e98e9fd1ed,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_cryst11080933_Fig5_B_stability_performance_curve_pce_0c5675e2ec,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_cryst11121588_Fig4_A_stability_performance_curve_pce_062c8fb41d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_cryst11121588_Fig4_A_stability_performance_curve_pce_af6742eb28,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.3390_cryst12020290_Fig10_whole_stability_performance_curve_eaaf682cae,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_en17071629_Fig10_whole_stability_7d18957fe7,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.3390_ma13153289_Fig4_A_stability_performance_curve_pce_03a9de10f5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_ma18020415_Fig7_whole_stability_37faa7bbd2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_mi16040379_Fig5_C_stability_performance_curve_pce_5095057fb8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.3390_molecules28134976_Fig5_whole_stability_4101c8a48c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_molecules29112557_Fig5_D_stability_performance_curve_eaeb881697,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_molecules29122758_Fig5_A_stability_performance_curve_181cb1bcd4,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_molecules29122758_Fig5_A_stability_performance_curve_2a0c99b7e4,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_molecules29122758_Fig5_A_stability_performance_curve_9dc9e8399b,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_molecules29122758_Fig5_B_stability_performance_curve_03a344b537,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_molecules29122758_Fig5_B_stability_performance_curve_09a0fb613f,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.3390_molecules29122758_Fig5_B_stability_performance_curve_29bf8e1931,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.3390_molecules29122758_Fig5_C_stability_performance_curve_pce_cfc1aaea81,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_molecules29122758_Fig5_C_stability_performance_curve_pce_d42b65fd66,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_molecules29122758_Fig5_C_stability_performance_curve_pce_f0ceb99c38,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_nano13233032_Fig4_E_stability_performance_curve_238cb2d434,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.3390_nano14181476_Fig8_whole_stability_5826271052,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_nano15090699_Fig12_A_stability_performance_curve_retention_23fa6ce3e5,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.3390_nano15090699_Fig12_A_stability_performance_curve_retention_d6ffbe9e5f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.3390_nano15110798_Fig6_G_stability_performance_curve_pce_489f89c0c6,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.3390_nano15110798_Fig6_G_stability_performance_curve_pce_619dfb89d9,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.3390_nano15110798_Fig6_H_stability_performance_curve_pce_3c08aa7eec,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.3390_nano15110798_Fig6_H_stability_performance_curve_pce_dbab20dc4b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.7498_aps.71.20211344_Fig13_B_image_96c80706e6,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.7498_aps.72.20230636_Fig14_whole_stability_cb062fc081,IFO-Slope,IFO-Bridge,IFO-Valley,IFO-Bridge
10.7498_aps.73.20231678_Fig5_B_pce_7758b19a90,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.7498_aps.73.20231678_Fig5_B_pce_c43b0bac2e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
