curve_id,shape_guided,feature_kmeans,feature_gmm,feature_ward
10.1016_j.solener.2019.02.020_Fig7_B_stability_performance_curve_pce_65a8cfa6e0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2019.05.073_Fig6_whole_stability_07ae865eb4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2019.10.034_Fig1_A_pce_6ba966604a,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.solener.2019.10.080_Fig6_A_stability_performance_curve_pce_68d33e405a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2019.10.080_Fig6_B_stability_performance_curve_pce_2b7f5bb889,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2019.12.031_Fig9_A_stability_performance_curve_de7c1f7bcf,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.solener.2020.02.025_Fig6_B_mppt_stability_performance_curve_d3b384d253,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.solener.2020.02.025_Fig6_B_mppt_stability_performance_curve_fa180787fb,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.solener.2020.02.085_Fig6_whole_figure_689354882f,IFO-Bridge,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.solener.2020.03.034_Fig6_D_stability_performance_curve_pce_1480e6e567,IFO-Valley,IFO-Bridge,IFO-Valley,IFO-Slope
10.1016_j.solener.2020.03.034_Fig6_D_stability_performance_curve_pce_52f6691875,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.solener.2020.03.034_Fig6_D_stability_performance_curve_pce_d44f30a648,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2020.04.021_Fig5_whole_stability_7d900f0ffa,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2020.05.042_Fig4_E_stability_performance_curve_eef3721517,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.solener.2020.07.050_Fig4_A_stability_performance_curve_pce_08e84bc870,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2020.07.050_Fig4_B_stability_performance_curve_pce_712dd40adf,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2020.08.034_Fig7_A_pce_0fb1894413,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2020.08.034_Fig7_A_pce_40f9b979b1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2020.09.058_Fig6_B_stability_performance_curve_pce_8a42c2fc98,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.solener.2021.02.035_Fig6_A_stability_performance_curve_pce_5eea48873a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2021.03.036_Fig5_whole_stability_64282f2983,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2021.04.053_Fig6_whole_stability_e814fd404c,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.solener.2021.06.001_Fig7_C_stability_performance_curve_pce_f3d56c0932,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2015.09.054_Fig9_whole_figure_3eefd13741,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.solmat.2015.09.054_Fig9_whole_figure_709e693af3,IFO-Hill,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.solmat.2017.08.032_Fig8_A_stability_performance_curve_pce_2f612e86ef,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2017.08.032_Fig8_A_stability_performance_curve_pce_ecb9126338,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2019.110052_Fig4_E_stability_performance_curve_3c3665d596,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2019.110197_Fig5_D_stability_performance_curve_pce_59bd94dbfe,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2019.110284_Fig3_A_chart_9d366fbd90,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.solmat.2019.110284_Fig4_C_stability_performance_curve_5d27c100bc,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.solmat.2019.110284_Fig5_B_stability_performance_curve_structure_503d10bb5c,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solmat.2019.110284_Fig5_D_stability_performance_curve_structure_601d77e1e5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2019.110284_Fig6_D_stability_performance_curve_structure_cad5c3b96e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.solmat.2019.110289_Fig4_A_jv_curve_stability_performance_pce_ff_15336d1f76,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.solmat.2019.110289_Fig4_A_jv_curve_stability_performance_pce_ff_60a6cbcd66,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.solmat.2019.110317_Fig4_D_stability_performance_curve_pce_bf195c0640,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.solmat.2019.110351_Fig11_whole_figure_fca44af563,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2020.110407_Fig12_whole_sem_image_stability_performance_curve_pce_0dc0ed54cc,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solmat.2020.110407_Fig12_whole_sem_image_stability_performance_curve_pce_52001c830b,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.solmat.2020.110460_Fig4_whole_pce_33925d0177,IFO-Valley,IFO-Bridge,IFO-Valley,IFO-Bridge
10.1016_j.solmat.2020.110478_Fig8_D_pce_ba1847df65,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solmat.2020.110478_Fig8_D_pce_cbced2f8e5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2020.110527_Fig8_whole_stability_7bc67b8ecc,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.solmat.2020.110689_Fig5_A_giwaxs_pattern_stability_performance_curve_pce_5f7fad975d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solmat.2020.110862_Fig5_D_stability_performance_curve_pce_0371cac5a3,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.solmat.2020.110862_Fig5_D_stability_performance_curve_pce_253e57c98b,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.surfin.2021.101213_Fig5_A_stability_performance_curve_pce_0a404f4fb4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.synthmet.2017.02.022_Fig1_B_stability_performance_curve_pce_c6649e989e,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.synthmet.2020.116428_Fig6_A_stability_performance_curve_pce_3104f44f29,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.synthmet.2020.116547_Fig3_B_stability_performance_curve_c0f72a0722,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.tsf.2018.03.038_Fig12_D_stability_performance_curve_photovoltaic_parameter_f546bb9049,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.tsf.2018.10.001_Fig7_A_chart_70d00fe195,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.xcrp.2020.100180_Fig7_F_stability_performance_curve_2712ca4891,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.xcrp.2020.100224_Fig5_A_stability_performance_curve_650bf66bbb,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.xcrp.2021.100395_Fig6_D_stability_performance_curve_pce_bd3cf45a46,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.xcrp.2021.100395_Fig6_D_stability_performance_curve_pce_eb2cd1d2cc,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.xcrp.2021.100395_Fig6_E_stability_performance_curve_pce_6de1e0afeb,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.xcrp.2021.100450_Fig5_C_stability_performance_curve_pce_image_9490588f7f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.xcrp.2021.100475_Fig4_E_stability_performance_curve_pce_e166fd1a57,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acs.chemmater.1c00662_Fig4_A_stability_performance_curve_pce_1966670535,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.chemmater.1c00662_Fig4_A_stability_performance_curve_pce_3bd3894217,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.chemmater.1c01436_Fig6_C_stability_performance_curve_pce_pattern_f82f232e0f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.chemmater.8b02002_Fig7_B_stability_performance_curve_pce_109c89c5d1,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acs.chemmater.8b02970_Fig6_C_stability_performance_curve_pce_0bbfe5b48e,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acs.chemmater.8b02970_Fig6_C_stability_performance_curve_pce_2b9d57ebe4,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acs.chemmater.8b02970_Fig6_C_stability_performance_curve_pce_5d54ff4e2a,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acs.chemmater.8b02970_Fig6_C_stability_performance_curve_pce_78d4dd0201,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.energyfuels.0c01280_Fig4_whole_stability_d39c59a554,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.energyfuels.1c00848_Fig8_whole_stability_71e8f150ce,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acs.energyfuels.2c03191_Fig6_D_schematic_diagram_stability_performance_curve_cee448c47c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.iecr.9b05173_Fig8_whole_stability_performance_curve_3ac1472ada,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.jpcc.0c02628_Fig6_A_stability_performance_curve_pce_optimized_structure_24450e248b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_03a88304d9,IFO-Hill,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_064d1f2a58,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_c144b1d0b8,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acs.jpcc.0c05357_Fig1_C_stability_performance_curve_pce_df6f063a38,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.0c05649_Fig7_A_stability_performance_curve_pce_c0be6bde50,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acs.jpcc.0c09606_Fig7_A_stability_performance_curve_pce_761e318fb4,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acs.jpcc.0c09794_Fig1_B_stability_performance_curve_pce_2023a5ef87,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.0c10805_Fig5_F_stability_performance_curve_pce_0f88852d54,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.1c04343_Fig5_B_stability_performance_curve_pce_31fb4c74a6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.1c04343_Fig5_B_stability_performance_curve_pce_ee7ccb02c3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.jpcc.8b09722_Fig2_B_stability_performance_curve_851852b125,IFO-Slope,IFO-Hill,IFO-Valley,IFO-Slope
10.1021_acs.jpcc.8b09722_Fig2_B_stability_performance_curve_b068c58dbc,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acs.jpclett.0c01134_Fig4_G_stability_performance_curve_pce_b579c12408,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.jpclett.0c03566_Fig7_A_stability_performance_curve_5e07802a78,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acs.jpclett.1c01074_Fig4_C_stability_performance_curve_pce_22ae3b5955,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acs.jpclett.1c02371_Fig5_A_stability_performance_curve_pce_2aabb45775,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acs.jpclett.1c02371_Fig5_A_stability_performance_curve_pce_b8266ec822,IFO-Bridge,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acs.jpclett.8b03194_Fig4_A_stability_performance_curve_pce_1714e3380e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.jpclett.8b03194_Fig4_A_stability_performance_curve_pce_2_000a82dd20,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.jpclett.9b03414_Fig5_H_stability_32ac84e034,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acs.jpclett.9b03414_Fig5_H_stability_eaa624990e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acs.nanolett.9b01553_Fig4_F_stability_performance_curve_pce_285a404aa8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.nanolett.9b01553_Fig4_F_stability_performance_curve_pce_fbf8196d8c,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acs.nanolett.9b02142_Fig1_C_stability_performance_curve_voc_2faf65295b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.nanolett.9b02142_Fig1_C_stability_performance_curve_voc_618273a996,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acs.nanolett.9b04661_Fig4_H_stability_performance_curve_pce_7f9a824271,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acs.nanolett.9b04661_Fig4_H_stability_performance_curve_pce_ccd77634ad,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaelm.0c00808_Fig6_E_pattern_16af525040,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaelm.0c00808_Fig6_E_pattern_b90ee98bb9,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsaelm.1c00084_Fig2_F_stability_performance_curve_pce_62998e3154,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c00398_Fig4_D_stability_performance_curve_377caafcac,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsaem.0c00398_Fig4_D_stability_performance_curve_4ad7618b05,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.0c00398_Fig4_D_stability_performance_curve_ad0fec8065,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c00710_Fig8_D_photovoltaic_parameter_4f6f9afb11,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsaem.0c01214_Fig6_A_stability_performance_curve_pce_010a1fd2ae,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c01214_Fig6_A_stability_performance_curve_pce_12a5dde479,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.0c01214_Fig6_A_stability_performance_curve_pce_b25228a425,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c01329_Fig5_F_stability_performance_curve_pce_152f52e875,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.0c01571_Fig4_F_stability_performance_curve_pce_8d1cbd3695,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c02213_Fig7_A_stability_performance_curve_pce_6ecfe8ca78,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c02213_Fig7_B_stability_performance_curve_pce_6428e02d5c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsaem.0c02895_Fig6_C_stability_performance_curve_pce_ede860492f,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1021_acsaem.0c02895_Fig6_C_stability_performance_curve_pce_f03bd66cd9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c02941_Fig4_A_stability_performance_curve_pce_3849cd7e7e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.0c03185_Fig1_B_mppt_stability_performance_curve_pce_c001d9c124,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsaem.0c03227_Fig5_E_stability_06b14c1d32,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.1c00009_Fig5_E_stability_performance_curve_pce_c81860d763,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.1c00032_Fig6_F_stability_performance_curve_voc_534498ea20,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.1c00192_Fig5_D_stability_performance_curve_pce_97324090da,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsaem.1c00192_Fig5_D_stability_performance_curve_pce_c802b98cde,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsaem.1c00232_Fig5_whole_pce_bf1e1c1360,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsaem.1c00517_Fig5_D_stability_performance_curve_pce_5fbee5915f,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsaem.1c00575_Fig6_C_stability_performance_curve_pce_f021a9bcee,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsaem.1c02033_Fig2_D_stability_performance_curve_pce_1ba99c4f58,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsaem.2c00923_Fig4_E_stability_performance_curve_22878d0755,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.7b00069_Fig5_D_pce_51ae1a6a60,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.8b00060_Fig6_C_stability_performance_curve_3119ec97a6,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.8b00277_Fig9_A_stability_performance_curve_pce_e27a7f0d30,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.8b00277_Fig9_A_stability_performance_curve_pce_ef3bbad361,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.8b01075_Fig6_A_retention_668dbcd246,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.9b00486_Fig7_H_stability_performance_curve_pce_01422d8be3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsaem.9b00603_Fig5_A_stability_performance_curve_pce_2_0222fa87a4,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsaem.9b02037_Fig3_D_stability_performance_curve_pce_eed598138a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c00607_Fig6_A_stability_performance_curve_pce_6e1d2e9aa1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c01311_Fig5_E_stability_performance_curve_pce_4b2fe07306,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1021_acsami.0c02837_Fig5_D_stability_performance_curve_pce_790645cd89,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c03180_Fig8_D_stability_performance_curve_pce_adfc6b7c6d,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c03180_Fig8_D_stability_performance_curve_pce_ef818dd1f4,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c03660_Fig5_A_stability_performance_curve_voc_91dc033c2e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c04258_Fig6_A_stability_performance_curve_pce_f0989bb082,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c04938_Fig6_A_stability_performance_curve_pce_2_00480bfa37,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1021_acsami.0c04938_Fig6_A_stability_performance_curve_pce_b408a2011d,IFO-Valley,IFO-Slope,IFO-Valley,IFO-Slope
10.1021_acsami.0c04938_Fig6_D_pce_396b028191,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c04975_Fig6_A_stability_performance_curve_pce_0b89a2b0c6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c04975_Fig6_A_stability_performance_curve_pce_7c8c875e81,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c04975_Fig6_B_stability_performance_curve_pce_3d1281973b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c04975_Fig6_B_stability_performance_curve_pce_451a8960f2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c05527_Fig7_B_stability_performance_curve_pce_1f8d544659,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c05632_Fig8_I_stability_performance_curve_pce_pattern_2b38819c1a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c06823_Fig4_A_stability_performance_curve_pce_27538ae34a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.0c06823_Fig4_A_stability_performance_curve_pce_811bc5f724,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c06823_Fig4_A_stability_performance_curve_pce_830731b9f6,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c06823_Fig4_B_stability_performance_curve_pce_439ce6bba7,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsami.0c06823_Fig4_B_stability_performance_curve_pce_62ec046aa6,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsami.0c06823_Fig4_B_stability_performance_curve_pce_65a8b60941,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.0c09046_Fig6_A_stability_performance_curve_pce_2a3641f153,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c09046_Fig6_A_stability_performance_curve_pce_c8f8854487,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c11164_Fig4_D_stability_performance_curve_pce_0a14cba4aa,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c12044_Fig2_C_stability_performance_curve_pce_1166b0c176,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c12044_Fig2_D_stability_performance_curve_236812ef44,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c13116_Fig5_A_stability_performance_curve_pce_decay_4c9497988c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c13116_Fig5_A_stability_performance_curve_pce_decay_585a8a9e70,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c14218_Fig3_A_stability_performance_curve_pce_ff_79faf41b54,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1021_acsami.0c14218_Fig3_A_stability_performance_curve_pce_ff_cd022214af,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c14218_Fig4_A_stability_performance_curve_ff_050b11cf41,IFO-Hill,IFO-Valley,IFO-Hill,IFO-Slope
10.1021_acsami.0c14218_Fig4_A_stability_performance_curve_ff_946b19b45e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.0c14732_Fig2_C_stability_performance_curve_pce_9fdf4301e6,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1021_acsami.0c15042_Fig4_F_stability_performance_curve_a42756fb89,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c17773_Fig4_F_eis_plot_stability_performance_curve_pce_voc_a202431678,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.0c18009_Fig5_C_stability_performance_curve_pce_8f4ebe9847,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c19784_Fig5_C_diagram_2032491bd6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.0c19968_Fig6_F_stability_performance_curve_pce_9a4627e898,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsami.0c19968_Fig6_F_stability_performance_curve_pce_f84742d8b4,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.0c20126_Fig5_F_stability_performance_curve_pce_eab5b98374,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.1c00410_Fig7_A_stability_performance_curve_pce_9511383d9d,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1021_acsami.1c01408_Fig5_A_stability_performance_curve_pce_1f7b2e07e6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.1c02218_Fig8_F_stability_performance_curve_pce_33de9704c3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1021_acsami.1c02218_Fig8_F_stability_performance_curve_pce_39b6afcf62,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.1c04601_Fig6_A_stability_performance_curve_pce_8e1e10a9c8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.1c05055_Fig10_D_stability_performance_curve_pce_e1bef9e78a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.1c05284_Fig3_D_stability_performance_curve_pce_0201f4101c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.1c05284_Fig3_D_stability_performance_curve_pce_f49bec0b48,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1021_acsami.1c05498_Fig5_A_stability_performance_curve_pce_0ecb291189,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1021_acsami.1c07610_Fig5_A_stability_performance_curve_2a3d566acf,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1021_acsami.1c09742_Fig4_D_stability_performance_curve_pce_921691c34e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1021_acsami.1c12826_Fig4_B_stability_performance_curve_pce_daf244d4cf,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
