doi,title,publication_year,journal,landing_page_url,pdf_source_url,local_pdf,download_status,download_error,title_abstract_nonmonotonic_flag,title_abstract_nonmonotonic_hits,parse_status,parse_error,pdf_pages,extracted_characters,graph_evidence_pages,shape_evidence_pages,graph_evidence_excerpt,shape_evidence_excerpt,machine_curve_figure_evidence,machine_nonmonotonic_shape_evidence
10.1038/s41586-024-07228-z,Dopant-additive synergism enhances perovskite solar modules,2024,Nature,https://doi.org/10.1038/s41586-024-07228-z,https://www.nature.com/articles/s41586-024-07228-z.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41586-024-07228-z.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,11,68789,1;2;6,,"enabled the fabrication of perovskite solar modules (PSMs) that achieved a certified efficiency of 23.30% and ultimately stabilized at 22.97% over a 27.22-cm2 aperture area, marking the highest certified PSM performance. Furthermore, the PSMs showed long-term operational stability, maintaining 94.66% of the initial efficiency after 1,000 h under continuous one-sun illumination at room temperature. The interaction between [Bcmim]Cl and MACl was extensively studied to unravel the mechanism leading to an enhancement of device properties. Our approach holds substantial promise for bridging the benc || %. These values are much higher than those of the devices with 20 mol% MACl but without [Bcmim]Cl (‘control’). The improvement in PCE was primarily attributed to enhanced FF and VOC, whereas the JSC exhibited little difference across the groups (Supplementary Fig. 4). PSMs consisting of eight subcells connected in series were prepared (Fig. 1b). The target PSMs exhibited greatly improved performance, achieving an average PCE of 22.78 ± 0.42% over the control PSMs (average PCE of 20.11 ± 0.74%; Fig. 1c) on a 27.22-cm2 aperture area. Independent testing conducted by the Chinese National PV Industry Measurement and Testing Center (NPVM), a reputable certification body15, showed the highest cert || grain sizes and fewer defects. Adding both MACl and [Bcmim]Cl to the PPS has a synergistic effect on the PTF, enhancing film crystallinity, suppressing unfavourable interme- diate phases, reducing defects and improving quantum yield and PL lifetime. Long-term operational stability Perovskite instability, caused by heat, oxygen, moisture, potential bias and ultraviolet (UV) light, is a substantial challenge as decomposition decreases photovoltaic activity30. Thermal ageing of the control PTF at 60 ± 5 °C for 600 h resulted in a gradual redshift of the UV–Vis absorp- tion edge (Supplementary Fig. 31). XRD patterns of the control PTF show a gradual increase in PbI2 content throughout the ageing",,True,False
10.1126/science.adi4531,Strong-bonding hole-transport layers reduce ultraviolet degradation of perovskite solar cells,2024,Science,https://doi.org/10.1126/science.adi4531,https://www.osti.gov/biblio/2376851,,not_a_pdf,downloaded_bytes=117289,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1021/acsenergylett.4c00510,"Connecting Interfacial Mechanical Adhesion, Efficiency, and Operational Stability in High Performance Inverted Perovskite Solar Cells",2024,ACS Energy Letters,https://doi.org/10.1021/acsenergylett.4c00510,https://www.osti.gov/biblio/2341264,,not_a_pdf,downloaded_bytes=121164,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/anie.202423827,Reinforcing Coverage of Self‐assembled Monomolecular Layers for Inverted Perovskite Solar Cells with Efficiency of 25.70 %,2024,Angewandte Chemie International Edition,https://doi.org/10.1002/anie.202423827,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202423827,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-024-52199-4,Superoxide radical derived metal-free spiro-OMeTAD for highly stable perovskite solar cells,2024,Nature Communications,https://doi.org/10.1038/s41467-024-52199-4,https://www.nature.com/articles/s41467-024-52199-4.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-52199-4.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,11,62547,2;5;6;7;8;9,4;9,"avoids post-oxidation by constructing •O2 −in the spiro-OMeTAD solution. The •O2 −can be facilely formed in the spiro- OMeTAD solution in air with the addition of variant-valence Eu(TFSI)2 salts obtained from the chemical reactions between Eu metal and HTFSI (Fig. 1c). During this process, O2 obtains an electron from the Eu2+-Eu3+ redox shuttle and rapidly produces the •O2 −, resulting in the subsequent oxidation of spiro-OMeTAD and its p-type doping (Fig. 1d). In stark contrast to conventional LiTFSI doping with air exposure, •O2 −- derived spiro-OMeTAD HTLs can instantly obtain high conductivity and ideal work function without requiring post-treatments, delivering their PSCs with PCEs over || The corresponding con- ﬁguration of FTO/TiO2/perovskite/spiro-OMeTAD/Au is shown in Fig. 1a. The optimum doping concentration of spiro-OMeTAD HTLs for CsFAMA devices is 40 mol%, as indicated by the statistics of 40 indi- vidual devices under each condition in Figs. 4a–c and Supplementary Fig. 10, and the corresponding photovoltaic metrics were summarized in Supplementary Table 3. The average PCEs rise increasingly from LiTFSI-doped 22.40% to 25.06%, attributed to the large improvement of VOC (from 1.161 to 1.205 V) and ﬁll factor (FF, from 77.89% to 82.01%), as well as the slight increase of short-circuit current density (JSC, from 24.77 mA cm−2 to 25.36 mA cm−2). As shown in current density || 26 Concentration (mol%) PCE (%) a b c d e f g h i 0 5k 10k 15k 20k 0 -5k -10k O2 --derived LiTFSI-doping -Z"" (Ohm) Z' (Ohm) 0.0 0.2 0.4 0.6 0.8 1.0 1.2 1.4 0 4 8 12 0.95 V O2 --derived LiTFSI-doping C-2 (1016 F-2) Bias (V) 1.0 V Rs Rct Rrec Cct Crec 6×6 cm² Fig. 4 | Performance of PSCs employing different HTLs. Statistical distribution of 40 individual CsFAMA devices with different •O2 −-derived spiro-OMeTAD HTLs: a PCE, b VOC, c FF. d J-V curves of champion CsFAMA devices with LiTFSI-doped and •O2 −-derived spiro-OMeTAD HTLs under reverse scan and forward scan, respec- tively. The insets in (d, e) are stabilized power outputs of the corresponding devices. e Summary of the reported PCE of ","ence of Eu 4d signals in the oxidized spiro-OMeTAD (Fig. 2g). Properties of superoxide radicals derived spiro-OMeTAD Figure 3a shows the differential scanning calorimetry (DSC) thermo- grams of the spiro-OMeTAD materials based on different doping. It can be clearly seen that the glass transition temperature (Tg) increases up to 130 °C for the •O2 −-derived spiro-OMeTAD, which is nearly 30 °C higher than that of LiTFSI-doping. The signiﬁcant rise in Tg observed in the spiro-OMeTAD is beneﬁcial to the thermal stability of the resultant PSC device. Then, different spiro-OMeTAD H || EO) test, the devices were placed in a cryostat chamber under a 3 × 10-5 mbar vacuum environ- ment. The temperature and time were controlled with a custom-made Labview program to mimic the conditions of a spacecraft in LEO. During the LEO cycle the device was initially exposed to sunlight at 240 K, and the temperature was increased at a constant rate up to 330 K during 40 min, under continuous light exposure. Then, after 20 min of light exposure at330 K, the light source was switched off and the temperature was decreased at a constant rate down to 240 K during 30 min. From this point,",True,True
10.1021/acsenergylett.3c02018,Electrochemical Impedance Spectroscopy of All-Perovskite Tandem Solar Cells,2024,ACS Energy Letters,https://doi.org/10.1021/acsenergylett.3c02018,https://doi.org/10.1021/acsenergylett.3c02018,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202402171,Bimolecular Crystallization Modulation Boosts the Efficiency and Stability of Methylammonium‐Free Tin–Lead Perovskite and All‐Perovskite Tandem Solar Cells,2024,Advanced Energy Materials,https://doi.org/10.1002/aenm.202402171,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202402171,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-024-53162-z,Device deficiency and degradation diagnosis model of Perovskite solar cells through hysteresis analysis,2024,Nature Communications,https://doi.org/10.1038/s41467-024-53162-z,https://doi.org/10.1038/s41467-024-53162-z,,not_a_pdf,downloaded_bytes=444595,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1126/science.adi4107,Engineering ligand reactivity enables high-temperature operation of stable perovskite solar cells,2023,Science,https://doi.org/10.1126/science.adi4107,https://www.osti.gov/servlets/purl/2204715,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1126_science.adi4107.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,17,40813,7;8;10;17,7,"Submitted Manuscript: Confidential 7 of PSCs accordingly (Fig. 5D and fig. S25). The average PCE of PEA devices (8 devices for each condition) dropped to 15.8%, with an average fill factor (FF) of merely 67.4% over the course of solution exposure for 30 s, while 345FAn devices maintained an average PCE of 23.0% (Fig. 5d). Wide solution-processing windows were also achieved for other non-penetrating ligands, such as 35tbuAn, 4FAn, and 26FAn (fig. S26). In pursuit of initial evidence of capacity to scale area, we 5 fabricated perovskite solar modules (PSMs) with an active area of 22 cm2 and 9 interconnected subcells (Methods). The champion PCE under reverse voltage scan was improved from 19.9% || of perovskites. Fluorinated An contributes interface passivation linked to strong interactions with perovskite surfaces. The resultant optimized 345FAn devices are among the most stable PSCs seen under ISOS-L-3 protocols at 85°C, achieving PCE of 19.9% during MPP tracking at this elevated operating temperature. References and Notes 10 1. N. M. Haegel et al., Terawatt-scale photovoltaics: Transform global energy. Science. 364, 836–838 (2019). 2. National Renewable Energy Laboratory, Best research-cell efficiencies, (available at https://www.nrel.gov/pv/cell-efficiency.html). 3. H. Min et al., Perovskite solar cells with atomically coherent interlayers on SnO2 15 electrodes. Nature. 598, 444–4 || 38. Y. Wei et al., Reverse‐Graded 2D Ruddlesden–Popper Perovskites for Efficient Air‐ Stable Solar Cells. Adv. Energy Mater. 9, 1900612 (2019). 39. D. Bi et al., Multifunctional molecular modulators for perovskite solar cells with over 20% efficiency and high operational stability. Nat. Commun. 9, 4482 (2018). 15 40. Y. Liu et al., Ultrahydrophobic 3D/2D fluoroarene bilayer-based water-resistant perovskite solar cells with efficiencies exceeding 22%. Sci. Adv. 5, 1–9 (2019). 41. M. A. Hope et al., Nanoscale Phase Segregation in Supramolecular π ‑ Templating for Hybrid Perovskite Photovoltaics from NMR Crystallography. J. Am. Chem. Soc. 143, 1529–1538 (2021). 20 42. Y. Yang et al., Top and bo","mprove the T80 further, we moved to fluorine-doped tin oxide (FTO) as an alternative transparent electrode (fig. S31) in light of its chemical stability (50, 51). We monitored the MPP of the encapsulated device under 1-sun illumination at 50% RH and 85°C. The initial PCE was 19.0%, which increased progressively to a peak value of 19.9% after ~ 50 hours of operation (Fig. 25 5F). This maximum efficiency (PCEmax) corresponds to a temperature coefficient of -0.12% /°C relative to the room-temperature device PCE (21.5%), which is consistent with reported",True,True
10.1002/adma.202300513,Perovskite Grain‐Boundary Manipulation Using Room‐Temperature Dynamic Self‐Healing “Ligaments” for Developing Highly Stable Flexible Perovskite Solar Cells with 23.8% Efficiency,2023,Advanced Materials,https://doi.org/10.1002/adma.202300513,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202300513,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202203898,"Ink Design Enabling Slot‐Die Coated Perovskite Solar Cells with >22% Power Conversion Efficiency, Micro‐Modules, and 1 Year of Outdoor Performance Evaluation",2023,Advanced Energy Materials,https://doi.org/10.1002/aenm.202203898,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203898,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-023-41856-9,Modulation of perovskite degradation with multiple-barrier for light-heat stable perovskite solar cells,2023,Nature Communications,https://doi.org/10.1038/s41467-023-41856-9,https://www.nature.com/articles/s41467-023-41856-9.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-023-41856-9.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,11,62078,2;5;6;7;9;10,5,"stability, especially targeting the toughest LeTID. Herein, we propose the use of intrinsic stable metal electrode/ metal oxide/polymer bismuth (Bi)/Al2O3/parylene as multiple-barrier to modulate the decomposition of FACs perovskite in p-i-n PSCs as shown in Fig. 1. The Al2O3/parylene bilayer with a water vapor trans- mission rate (WVTR) as low as 10−5 g m−2 day−1 effectively acts as barrier to block the outgassing of perovskite decomposition products but also suppress the ingress of water and oxygen to suppress perovskite decomposition. In terms of the electrode, we extend our discovery of the chemically inert bismuth (Bi) as a 20-nm-thick interfacial layer to a 1-μm-thick back contact elec || (Bi-Bynel), and Bi electrode-based device with Al2O3/ parylene bilayer barrier and Bynel cover encapsulation (Bi-Barrier- Bynel) were fabricated. Bynel cover glass and epoxy-based border encapsulation were used to further protect the devices (Supplemen- tary Fig. 21). First, three kinds of devices were aged under continuous 1 sun equivalent white-light LED illumination with MPP tracking at 45 °C. The stability evolutions of devices are shown in Supplementary Fig. 22. All three devices could maintain high percentages of their initial PCEs under continuous illumination at 45 °C. The Ag-Bynel device main- tained 84% of its maximum power output after 1000 h with a degra- dation rate of −0.016% h || 07% h−1. This device could maintain 93% of its initial efﬁciency after 1000 h soaking at 75 °C, which is one of the best light-heat sta- bility to date (Supplementary Table 3). The evolution of all the para- meters, including JSC, VOC, FF and PCE, is shown in Fig. 5b. The FF and VOC are relatively stable, and the decay of PCE mainly comes from the decrease of JSC, which is likely due to the slight degradation of per- ovskite. Improving the stability of perovskite ﬁlms with additive engineering and dimensional engineering is proposed to further enhance the LeTID stability of PSCs38,39. It should be noted that a water- cooling integrated white-light LED light source was used for the sta- bilit","d sample at temperatures higher than 250 °C suggested that the iodine element in PbI2 could be further consumed by the Ag electrode in the Ag-based sample. The optical images and XRD patterns of perovskite/electrode (Bi and Ag, Cu, and Au) samples under 1 sun light soaking at 85 °C further conﬁrmed the effectiveness of the Bi electrode in modulating perovskite decom- position (Supplementary Figs. 19a and 20). After further being heated to 175 °C in the air for a period of time, the Cu and Ag strip electrodes have caused the und",True,True
10.1038/s41467-023-36938-7,Wearable perovskite solar cells by aligned liquid crystal elastomers,2023,Nature Communications,https://doi.org/10.1038/s41467-023-36938-7,https://www.nature.com/articles/s41467-023-36938-7.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-023-36938-7.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,11,59659,5;6;7;9,4;7,"V) can facilitate a more efﬁcient electron injection from perovskite into the ETL, which demonstrates a less charge accumulation at the ordered bottom interface. As a result, increased Voc and lower hysteresis index (0.030) are observed for the LCE-based PSC (Fig. 3b). The reduced hysteresis index and suppressed charge accumulation indicate an inhibition of the migration of ionic defects in perovskite phase, which is important for boosting the device performance and stability. The stabilized output power of the LCE-based device is presented in Supplementary Fig. 18, which delivers a stabilized PCE of 22.38% at maximum power point. The LCE-based PSCs turn out to display excellent reproducibil || efﬁciency of the ﬂexible PSCs under the various bending angles from 60° to ﬂat (0°) to investigate the recovery ability after deformation (Fig. 4b, Supplementary Table 6 and Supplementary Table 7). These PCE values for the ﬂexible devices under different bending angles are revised to exclude the impact of effective area variations caused by bending. The reference device loses 7% of its initial PCE when reco- vering from the bending angle of 60° to 0°, which is typically attributed to the perovskite/ETL interface delaminaion19,48. Notably, the ﬂexible device with LCE only loses 4% of the initial PCE after deformation, which demonstrates that the LCE interlayer can enhance the structural integ || o R = 4 mm Flat LCE Reference 1.09 V 24.50 mA cm-2 0.743 19.91 % Voc Jsc FF PCE 1.15 V 24.69 mA cm-2 0.780 22.10 % a b c d e 0 40 80 120 160 200 -0.4 -0.2 0.0 0.2 0.4 0.6 0.8 1.0 1.2 ) V ( e g a tl o V Time (s) f Lighting on Tension Compression g ITO ETL PVK Fig. 4 | Performance of ﬂexible PSCs. a J–V curves of the champion ﬂexible PSCs based on LCE and reference, respectively. b J–V curves measured at different bending angles for reference and LCE-based ﬂexible PSCs. c Normalized PCE values of ﬂexible PSCs after bending 500 cycles with different bending radii. d Normalized average PCE values for ﬂexible PSCs as a function of bending cycles with the bending radius of 4 mm. e Photographic ima","amplitude components and the time constant, respectively. The fast- decay component (τ1) results from the trap-assisted charge recombi- nation of free-carriers transporting to the electrode while the slow- decay component (τ2) derives from the radiative recombination in the bulk perovskite43,44. As shown in Supplementary Table 2, the fast decay lifetime is the shortest for the SnO2/LCE supported perovskite ﬁlm and the weight fraction of this lifetime is more pronounc || output photovoltage changes under both tension and compres- sion strain, which is mainly caused by the variation of effective illu- mination area under ambient light, and will recovers once the deformation is removed. To better understand the mechanism of the performance recovery, the morphology changes regarding the inter- face during bending cycles are further investigated (Supplementary Fig. 33). Regarding 2500 bending cycles, the perovskite ﬁlm begins to peel off from the SnO2 layer (Supplementary Fig. 33a), while the SnO2/ LCE s",True,True
10.1002/adfm.202306571,Tuning the Surface Energy of Hole Transport Layers Based on Carbazole Self‐Assembled Monolayers for Highly Efficient Sn/Pb Perovskite Solar Cells,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202306571,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202306571,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-023-41853-y,Inhibition of defect-induced α-to-δ phase transition for efficient and stable formamidinium perovskite solar cells,2023,Nature Communications,https://doi.org/10.1038/s41467-023-41853-y,https://www.nature.com/articles/s41467-023-41853-y.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-023-41853-y.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,9,45695,5;6,3;4;8,"e1.450 × 1015 cm−3, which was lower than that of the control device with 1.795 × 1015 cm−3. Stability of PSCs The unencapsulated devices were tested at the maximum power point (MPP) under full-sun illumination in a nitrogen atmosphere to explore its long-term operational stability (Fig. 5a). The LOS device maintained 92% of its maximum efﬁciency after 550 h, while the control device degraded to 60% of its initial performance. The elemental distributions in the aged device were measured by time-of-ﬂight secondary-ion mass spectrometry (ToF-SIMS) measurement (Fig. 5b, c). Large accumula- tions of iodine can be see || 10 2 10 3 10 4 10 5 ) stin u . b r a ( ytis n e t n I Sputter time (s) Control AuI2 - LOS AuI2 - 10 15 20 25 30 35 40 δ 2 Theta (Degree) Control after MPP LOS after MPP ) stin u . b r a ( ytis n e t n I Fig. 5 | Stability of control and LOS PSCs. a Continuous MPP tracking for 575 h of unsealed devices in a nitrogen atmosphere under 1-sun illumination without UV ﬁlter. ToF-SIMS of the b I−and c AuI2 −ions distributions in the control and LOS MPP- aged devices. The yellow, green and orange shadings corresponding to Au, Spiro- OMeTAD and p","zing the pure α-phase FAPbI3 Based on DFT results, VI defects and I migration are theoretically predicted to be liable to induce the α-to-δ phase transition. Previous reports have demonstrated that a fast release of I2 from the FA-based perovskite ﬁlms during light soaking, after exposing ﬁlms under the stress of light and heat31–33. To conﬁrm the lead oxalate stabilizing effect on the α-phase perovskite, we immersed the control and LOS perovskite ﬁlms into transparent glass bottle ﬁlled with toluene, respectively, and then ill || control sample, illustrating that the compact LOS could suppress the release of I2 from the perovskite ﬁlms during light soaking. The pho- tograph of the aged control and LOS perovskite ﬁlms is shown in the inset of Fig. 3b and c. The LOS perovskite still maintained black while most region of the control ﬁlm has already turned yellow. The UV–Vis absorption spectra of the immersed ﬁlms || ace passivation of perovskite ﬁlm for efﬁcient solar cells. Nat. Photonics 13, 460–466 (2019). 20. Li, C. et al. Rational design of Lewis base molecules for stable and efﬁcient inverted perovskite solar cells. Science 379, 690–694 (2023). 21. Zhang, F. et al. Metastable Dion-Jacobson 2D structure enables efﬁcient and stable perovskite solar cells. Science 375, 71–76 (2022). 22. Xie, J. et al. Reconstructing the amorphous and defective surface for efﬁcient and stable perovskite solar cells. Sci. China Mater. 66, 1323–1331 (",True,True
10.1002/aenm.202204247,Surface Regulation with Polymerized Small Molecular Acceptor Towards Efficient Inverted Perovskite Solar Cells,2023,Advanced Energy Materials,https://doi.org/10.1002/aenm.202204247,http://ira.lib.polyu.edu.hk/bitstream/10397/103596/1/Li_Surface_Regulation_Polymerized.pdf,,download_failed,curl: (52) Empty reply from server,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1126/sciadv.adg0087,Retarding solid-state reactions enable efficient and stable all-inorganic perovskite solar cells and modules,2023,Science Advances,https://doi.org/10.1126/sciadv.adg0087,https://www.science.org/doi/pdf/10.1126/sciadv.adg0087?download=true,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202301066,Reducing the Surface Reactivity of Alkyl Ammonium Passivation Molecules Enables Highly Efficient Perovskite Solar Cells,2023,Advanced Energy Materials,https://doi.org/10.1002/aenm.202301066,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202301066,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/anie.202300678,Managing Secondary Phase Lead Iodide in Hybrid Perovskites via Surface Reconstruction for High‐Performance Perovskite Solar Cells with Robust Environmental Stability,2023,Angewandte Chemie International Edition,https://doi.org/10.1002/anie.202300678,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202300678,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adfm.202212698,Concurrent Top and Buried Surface Optimization for Flexible Perovskite Solar Cells with High Efficiency and Stability,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202212698,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202212698,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202203607,Bulk Incorporation with 4‐Methylphenethylammonium Chloride for Efficient and Stable Methylammonium‐Free Perovskite and Perovskite‐Silicon Tandem Solar Cells,2023,Advanced Energy Materials,https://doi.org/10.1002/aenm.202203607,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203607,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41560-024-01689-2,Self-assembled bilayer for perovskite solar cells with improved tolerance against thermal stresses,2025,Nature Energy,https://doi.org/10.1038/s41560-024-01689-2,https://www.nature.com/articles/s41560-024-01689-2.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41560-024-01689-2.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,12,69156,5;6;7;8,11,"c Stability (ISOS) and industry-relevant IEC 61215:2021 protocols. No performance degradation was observed for SAM and SAB devices (with initial PCEs of 24.1% and 25.8%, respec- tively) when stored under nitrogen in dark conditions for 140 days (Supplementary Fig. 46). To prevent corrosion of the metal electrode, BCP was replaced with atomic layer-deposited tin oxides (SnO2) as the barrier layer for ISOS-L and IEC 61215:2021 test conditions. The SAB device exhibited better operating stability under 1-sun-equivalent light-emitting diode (LED) illumination at a device temperature of ~55 °C (ISOS-L-1I): a minimal relative PCE loss of <2% was recorded, in contrast to a 16% loss for the SAM devic || cycling tests based on the IEC 61215:2021 protocols. To minimize moisture ingress, PSCs were encapsulated using glass-to-glass packaging, with butyl rubber doped with zeolite desiccant as the edge sealant, reinforced with a UV-cured epoxy seal (Supplementary Fig. 48). Device performance was periodi- cally monitored during the accelerated ageing process. For the SAB approach, thermal stability was indicated by seven devices retaining an average 94% of their initial PCEs (averaging 24.3%) after 2,000 h of i j SAM–perovskite interface SAB–perovskite interface 0 1 2 3 4 5 6 720 760 800 840 880 0 1 2 3 4 5 10 –5 10 –4 10 –3 10 –2 10 –1 10 0 TLM device on SAB Linear fit Wavelength (nm) Intensity ( || Nature Energy | Volume 10 | March 2025 | 342–353 348 Article https://doi.org/10.1038/s41560-024-01689-2 damp heat testing at 85 °C and 85% RH (Fig. 4h). Notably, the best SAB device demonstrated a relative PCE loss of less than 4% over 2,000 h, which is in line with the industry benchmark of a 5% loss over 1,000 h for silicon photovoltaics. By contrast, SAM PSCs displayed a reduction in average performance (among seven devices) to 76% during the damp heat testing period. Thermal cycling tests follo","nabling stability in accelerated aging tests. Energy Environ. Mater. 6, e12434 (2023). 54. Heo, J. H., Choi, Y. K., Koh, C. W., Woo, H. Y. & Im, S. H. Semitransparent FAPbI3−xBrx perovskite solar cells stable under simultaneous damp heat (85 °C/85%) and 1 sun light soaking. Adv. Mater. Technol. 4, 1800390 (2019). 55. Lin, X. et al. In situ growth of graphene on both sides of a Cu–Ni alloy electrode for perovskite solar cells with improved stability. Nat. Energy 7, 520–527 (2022). 56. Li, H. et al. 2D/3D heterojunction engineeri",True,True
10.1038/s41467-024-55653-5,Enlarging moment and regulating orientation of buried interfacial dipole for efficient inverted perovskite solar cells,2025,Nature Communications,https://doi.org/10.1038/s41467-024-55653-5,https://www.nature.com/articles/s41467-024-55653-5.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-55653-5.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,12,65040,2;7;9,2,"a remarkable VOC of 1.197 eV. Moreover, this strategy is extended to wide-bandgap and large- area (1 cm2) devices, resulting in PCEs of 22.02% and 24.11%, respectively. The unencapsulated devices treated with 2DPAA also present attractive long-term shelf and operational stability. More than 95.4%, 81.2% and 94.3% of their initial PCEs are retained after long-term storage in a N2- ﬁlled glove box, continuous thermal ageing and light soaking at the maximum power point for 1200 h, respectively. Results Effects of interfacial dipole reconstruction As had been proven, functional molecules containing –P, –N, –S and –O negative electron units could effectively passivate Lewis acid defects (such as  || ects55. In addition to the enhancement of hole extraction and transport, trap-assisted nonradiative recombination is another key factor deter- mining the device performance. The light intensity dependence of the J-V characteristics was subsequently conducted. Fig. 5f and Supple- mentary Fig. 48 show the VOC and JSC versus logarithm of the light density curves, respectively. The 2DPAA-treated device exhibited a Ag Perovskite 2DPAA NiOx/Me-4PACz MgF2/Glass/FTO 300 400 500 600 700 800 900 0 20 40 60 80 100 Control 2DPAA EQE (%) Wavelength (nm) 0 4 8 12 16 20 24 28 Current density 0 100 200 300 400 -30 -20 -10 0 10 20 30 24.71 mA/cm2 PCE=26.22 % 2DPAA@1.06V Time (s) PCE (%) Current density -30 - || hus accelerating vertical hole transport and inhibiting nonradiative recombination at the buried interface. As a result, the 2DPAA-treated device delivered a 0 1000 2000 3000 4000 5000 0.2 0.4 0.6 0.8 1.0 1.2 Extrapolated T90 = 4450 h 83.5 % 95.4 % Normalized PCE Time (h) Control 2DPAA Unencapsulated device T=25 °C, N2-filled glove box 0 200 400 600 800 1000 1200 0.0 0.2 0.4 0.6 0.8 1.0 1.2 Unencapsulated device T=25 °C, 1 sun illumination Control 2DPAA Normalized PCE Time (h) 63.2 % 94.3 % a b d c e Control 2DPAA 2.8 2.9 3.0 3.1 3.2 3.3 3.4 6E-10 7E-10 8E-10 9E-10 1E-09 σT (a.u.) Ea = 1.51 eV 2DPAA 1000/T (K-1) 2.8 2.9 3.0 3.1 3.2 3.3 3.4 6E-10 7E-10 8E-10 9E-10 1E-09 Ea = 1.03 eV σT (a.u.)","he unencapsulated devices treated with 2DPAA also present attractive long-term shelf and operational stability. More than 95.4%, 81.2% and 94.3% of their initial PCEs are retained after long-term storage in a N2- ﬁlled glove box, continuous thermal ageing and light soaking at the maximum power point for 1200 h, respectively. Results Effects of interfacial dipole reconstruction As had been proven, functional molecules containing –P, –N, –S and –O negative electron units could effectively passivate Lewis acid defects (such as und",True,True
